PassageID,LineNum,PartA,PartB,PartC,PartD,CorrectAnswer,Explanation
Story_66_MakingCookies,8,they smelled,sweet,and,yummy.,A,Capitalization error in Part A: 'they' should be 'They'.
Story_66_MakingCookies,9,Are they,ready',I,asked.,B,Missing question mark in Part B: 'ready'' should be 'ready?'.
Story_66_MakingCookies,10,Not yet',said Dad,checking,the time.,A,"Missing comma in Part A: 'yet'' should be 'yet,'."
Story_66_MakingCookies,11,We ate,them,"warm,",with milk.,C,"Extra comma inserted in Part C: 'warm,'."
Story_66_MakingCookies,12,They were,the best,cookies,ever.,N,No error.
Story_67_WoodsWalk,1,We walked,in the,dark,woods.,N,No error.
Story_67_WoodsWalk,2,Trees were,tall and,"very,",green.,C,"Extra comma inserted in Part C: 'very,'."
Story_67_WoodsWalk,3,Listen to,that',said,Ben.,B,Missing exclamation mark in Part B: 'that'' should be 'that!'.
Story_67_WoodsWalk,4,A bird,was singing,a song,loudly,D,Missing full stop in Part D: 'loudly' should be 'loudly.'.
Story_67_WoodsWalk,5,We saw,a Squirrel,climb a,tree.,B,Capitalization error in Part B: 'Squirrel' should be 'squirrel'.
Story_67_WoodsWalk,6,It had,a bushy,tail,behind.,N,No error.
Story_67_WoodsWalk,7,Look there',I said,pointing,up.,A,"Missing punctuation in Part A: 'there!'' or 'there,'."
Story_67_WoodsWalk,8,An owl,sat on,"a,",branch.,C,"Extra comma inserted in Part C: 'a,'."
Story_67_WoodsWalk,9,it looked,at us,with big,eyes.,A,Capitalization error in Part A: 'it' should be 'It'.
Story_67_WoodsWalk,10,We walked,on down,the,path,D,Missing full stop in Part D: 'path' should be 'path.'.
Story_67_WoodsWalk,11,It started,"to rain,",a,lot.,B,"Extra comma inserted in Part B: 'rain,'."
Story_67_WoodsWalk,12,We got,very,wet,indeed.,N,No error.
Story_68_MagicShow,1,Sam did,a magic,trick,for us.,N,No error.
Story_68_MagicShow,2,He had,a black,"hat,",and wand.,C,"Extra comma inserted in Part C: 'hat,'."
Story_68_MagicShow,3,Watch this',he said,to the,crowd.,A,"Missing punctuation in Part A: 'this!'' or 'this,'."
Story_68_MagicShow,4,he waved,the wand,in the,air.,A,Capitalization error in Part A: 'he' should be 'He'.
Story_68_MagicShow,5,Abracadabra',he,shouted,loudly.,A,Missing punctuation in Part A: 'Abracadabra!''.
Story_68_MagicShow,6,A white,"rabbit,",jumped,out.,B,"Extra comma inserted in Part B: 'rabbit,'."
Story_68_MagicShow,7,It hopped,across,the,floor,D,Missing full stop in Part D: 'floor' should be 'floor.'.
Story_68_MagicShow,8,Wow',said,Ben,amazed.,A,Missing exclamation mark in Part A: 'Wow'' should be 'Wow!'.
Story_68_MagicShow,9,Sam bowed,to his,"friends,",smiling.,C,"Extra comma inserted in Part C: 'friends,'."
Story_68_MagicShow,10,How did,you do,that',asked Ben.,C,Missing question mark in Part C: 'that'' should be 'that?'.
Story_68_MagicShow,11,It is,magic',said,Sam.,N,No error.
Story_68_MagicShow,12,It was,a good,show,today,D,Missing full stop in Part D: 'today' should be 'today.'.
Story_69_TentCamping,1,We went,camping,in a,tent.,N,No error.
Story_69_TentCamping,2,Dad put,it up,In the,field.,C,Capitalization error in Part C: 'In' should be 'in'.
Story_69_TentCamping,3,Pass the,pegs',he,asked.,B,"Missing comma in Part B: 'pegs'' should be 'pegs,'."
Story_69_TentCamping,4,I gave,them to,him,quickly,D,Missing full stop in Part D: 'quickly' should be 'quickly.'.
Story_69_TentCamping,5,We made,"a fire,",with,wood.,B,"Extra comma inserted in Part B: 'fire,'."
Story_69_TentCamping,6,it was,warm,and,bright.,A,Capitalization error in Part A: 'it' should be 'It'.
Story_69_TentCamping,7,I am,hungry',said,Mum.,B,"Missing punctuation in Part B: 'hungry,' or 'hungry!'."
Story_69_TentCamping,8,We cooked,beans,on the,fire.,N,No error.
Story_69_TentCamping,9,They tasted,"very,",good,to eat.,B,"Extra comma inserted in Part B: 'very,'."
Story_69_TentCamping,10,We slept,in bags,"on, the",ground.,C,"Extra comma inserted in Part C: 'on,'."
Story_69_TentCamping,11,It was,cold,at,night.,N,No error.
Story_69_TentCamping,12,An owl,hooted,in a,Tree.,D,Capitalization error in Part D: 'Tree' should be 'tree'.
Story_70_BeachTrip,1,The sea,was blue,and,calm.,N,No error.
Story_70_BeachTrip,2,We sat,on the,sand,happily,D,Missing full stop in Part D: 'happily' should be 'happily.'.
Story_70_BeachTrip,3,Lets swim',said,Dad,loudly.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_70_BeachTrip,4,We ran,into the,Cold,water.,C,Capitalization error in Part C: 'Cold' should be 'cold'.
Story_70_BeachTrip,5,It felt,"good on,",my,skin.,B,"Extra comma inserted in Part B: 'on,'."
Story_70_BeachTrip,6,Watch out',shouted,Mum,to us.,A,Missing exclamation mark in Part A: 'out'' should be 'out!'.
Story_70_BeachTrip,7,A big,"wave,",splashed,me.,B,"Extra comma inserted in Part B: 'wave,'."
Story_70_BeachTrip,8,i was,wet,all,over.,A,Capitalization error in Part A: 'i' should be 'I'.
Story_70_BeachTrip,9,We dried,off in,the,sun.,N,No error.
Story_70_BeachTrip,10,We ate,ice cream,"cones,",later.,C,"Extra comma inserted in Part C: 'cones,'."
Story_70_BeachTrip,11,It was,a fun,day,out.,N,No error.
Story_70_BeachTrip,12,We went,home,in the,car,D,Missing full stop in Part D: 'car' should be 'car.'.
Story_71_LostMyKey,1,I lost,my key,in the,park.,N,No error.
Story_71_LostMyKey,2,It was,a small,Silver,key.,C,Capitalization error in Part C: 'Silver' should be 'silver'.
Story_71_LostMyKey,3,Where is,it',I,asked.,B,Missing question mark in Part B: 'it'' should be 'it?'.
Story_71_LostMyKey,4,We looked,in the,"grass,",carefully.,C,"Extra comma inserted in Part C: 'grass,'."
Story_71_LostMyKey,5,Is this,it',asked,Sam.,B,Missing question mark in Part B: 'it'' should be 'it?'.
Story_71_LostMyKey,6,No that,is a,coin',I said.,A,"Missing comma in Part A: 'No' should be 'No,'."
Story_71_LostMyKey,7,We looked,"under,",a,bench.,B,"Extra comma inserted in Part B: 'under,'."
Story_71_LostMyKey,8,the key,was,lying,there.,A,Capitalization error in Part A: 'the' should be 'The'.
Story_71_LostMyKey,9,I found,it',I,shouted.,B,Missing exclamation mark in Part B: 'it'' should be 'it!'.
Story_71_LostMyKey,10,Sam was,happy,for,me.,N,No error.
Story_71_LostMyKey,11,We walked,home,to my,house,D,Missing full stop in Part D: 'house' should be 'house.'.
Story_71_LostMyKey,12,I opened,the door,with,it.,N,No error.
Story_72_FrostySnowman,1,Snow fell,on the,roof,tops.,N,No error.
Story_72_FrostySnowman,2,It was,white,"and,",cold.,C,"Extra comma inserted in Part C: 'and,'."
Story_72_FrostySnowman,3,Lets make,a snowman',said,Mia.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_72_FrostySnowman,4,We rolled,a big,ball,of snow,D,Missing full stop in Part D: 'snow' should be 'snow.'.
Story_72_FrostySnowman,5,He needs,a hat',I,said.,B,"Missing comma in Part B: 'hat'' should be 'hat,'."
Story_72_FrostySnowman,6,We put,"a scarf,",on,him.,B,"Extra comma inserted in Part B: 'scarf,'."
Story_72_FrostySnowman,7,he looked,very,smart,indeed.,A,Capitalization error in Part A: 'he' should be 'He'.
Story_72_FrostySnowman,8,What is,his name',asked,Mia.,B,Missing question mark in Part B: 'name'' should be 'name?'.
Story_72_FrostySnowman,9,Let's call,him,Frosty',I said.,C,"Missing comma in Part C: 'Frosty'' should be 'Frosty,'."
Story_72_FrostySnowman,10,The sun,came out,later,on.,N,No error.
Story_72_FrostySnowman,11,Frosty,began to,melt,away,D,Missing full stop in Part D: 'away' should be 'away.'.
Story_72_FrostySnowman,12,We were,sad,to see,him go.,N,No error.
Story_73_RainyCardGame,1,Rain hit,the window,Pane,hard.,C,Capitalization error in Part C: 'Pane' should be 'pane'.
Story_73_RainyCardGame,2,The sky,was grey,and,dark.,N,No error.
Story_73_RainyCardGame,3,I am,bored',said,Tom.,B,"Missing comma in Part B: 'bored'' should be 'bored,'."
Story_73_RainyCardGame,4,Lets play,a game',I,said.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_73_RainyCardGame,5,We played,"cards,",on the,rug.,B,"Extra comma inserted in Part B: 'cards,'."
Story_73_RainyCardGame,6,I won,the first,game,easily,D,Missing full stop in Part D: 'easily' should be 'easily.'.
Story_73_RainyCardGame,7,Tom won,The,next,one.,B,Capitalization error in Part B: 'The' should be 'the'.
Story_73_RainyCardGame,8,That was,fun',said,Tom.,B,Missing exclamation mark in Part B: 'fun'' should be 'fun!'.
Story_73_RainyCardGame,9,Mum made,us some,hot,toast.,N,No error.
Story_73_RainyCardGame,10,We ate,it with,"butter,",on.,C,"Extra comma inserted in Part C: 'butter,'."
Story_73_RainyCardGame,11,the rain,stopped,in the,end.,A,Capitalization error in Part A: 'the' should be 'The'.
Story_73_RainyCardGame,12,We went,out to,play,football,D,Missing full stop in Part D: 'football' should be 'football.'.
Story_74_RedBike,1,I got,a new,bike,today.,N,No error.
Story_74_RedBike,2,It is,Red,and,shiny.,B,Capitalization error in Part B: 'Red' should be 'red'.
Story_74_RedBike,3,Put your,helmet on',said,Dad.,B,Missing exclamation mark in Part B: 'on'' should be 'on!'.
Story_74_RedBike,4,I rode,down the,"path,",fast.,C,"Extra comma inserted in Part C: 'path,'."
Story_74_RedBike,5,the wind,blew,my,hair.,A,Capitalization error in Part A: 'the' should be 'The'.
Story_74_RedBike,6,Look at,me',I,shouted.,B,Missing exclamation mark in Part B: 'me'' should be 'me!'.
Story_74_RedBike,7,I went,very,fast,indeed.,N,No error.
Story_74_RedBike,8,A dog,ran out,in,front,D,Missing full stop in Part D: 'front' should be 'front.'.
Story_74_RedBike,9,I stopped,"the bike,",just in,time.,B,"Extra comma inserted in Part B: 'bike,'."
Story_74_RedBike,10,Are you,ok',asked,Dad.,B,Missing question mark in Part B: 'ok'' should be 'ok?'.
Story_74_RedBike,11,Yes I,am',I,said.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_74_RedBike,12,I was,safe,and,sound.,N,No error.
Story_75_QuietLibrary,1,I went,to the,library,today.,N,No error.
Story_75_QuietLibrary,2,It was,very,Quiet,there.,C,Capitalization error in Part C: 'Quiet' should be 'quiet'.
Story_75_QuietLibrary,3,Where are,the books',I,asked.,B,Missing question mark in Part B: 'books'' should be 'books?'.
Story_75_QuietLibrary,4,The lady,"pointed,",to a,shelf.,B,"Extra comma inserted in Part B: 'pointed,'."
Story_75_QuietLibrary,5,I found,a book,about,cats,D,Missing full stop in Part D: 'cats' should be 'cats.'.
Story_75_QuietLibrary,6,It had,nice,pictures,inside.,N,No error.
Story_75_QuietLibrary,7,Can I,read it',I,asked.,B,Missing question mark in Part B: 'it'' should be 'it?'.
Story_75_QuietLibrary,8,Yes you,can',she,said.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_75_QuietLibrary,9,I sat,on a,"chair,",to read.,C,"Extra comma inserted in Part C: 'chair,'."
Story_75_QuietLibrary,10,the book,was,very,good.,A,Capitalization error in Part A: 'the' should be 'The'.
Story_75_QuietLibrary,11,I read,it all,day,long,D,Missing full stop in Part D: 'long' should be 'long.'.
Story_75_QuietLibrary,12,I took,it home,in my,bag.,N,No error.
Story_76_CampingWoods,1,We went,camping,in the,woods.,N,No error.
Story_76_CampingWoods,2,Dad put,up the,Green,tent.,C,Capitalization error in Part C: 'Green' should be 'green'.
Story_76_CampingWoods,3,Help me',he said,to,us.,A,Missing exclamation mark in Part A: 'me'' should be 'me!'.
Story_76_CampingWoods,4,We held,"the pegs,",for,him.,B,"Extra comma inserted in Part B: 'pegs,'."
Story_76_CampingWoods,5,we made,a fire,with,wood.,A,Capitalization error in Part A: 'we' should be 'We'.
Story_76_CampingWoods,6,It was,warm,and,bright,D,Missing full stop in Part D: 'bright' should be 'bright.'.
Story_76_CampingWoods,7,I am,hungry',said,Sam.,B,"Missing comma in Part B: 'hungry'' should be 'hungry,'."
Story_76_CampingWoods,8,We cooked,beans,on the,fire.,N,No error.
Story_76_CampingWoods,9,They tasted,very,"good,",indeed.,C,"Extra comma inserted in Part C: 'good,'."
Story_76_CampingWoods,10,We slept,in our,sleeping,bags.,N,No error.
Story_76_CampingWoods,11,It was,"cold,",at,night.,B,"Extra comma inserted in Part B: 'cold,'."
Story_76_CampingWoods,12,An owl,hooted,in a,Tree.,D,Capitalization error in Part D: 'Tree' should be 'tree'.
Story_77_FishingLake,1,Dad took,me fishing,at the,lake.,N,No error.
Story_77_FishingLake,2,We sat,on the,Grass,bank.,C,Capitalization error in Part C: 'Grass' should be 'grass'.
Story_77_FishingLake,3,Hold the,rod',he,said.,A,"Missing comma in Part A: 'rod' should be 'rod,'."
Story_77_FishingLake,4,I waited,"for a,",long,time.,B,"Extra comma inserted in Part B: 'a,'."
Story_77_FishingLake,5,Nothing,happened,at,all,D,Missing full stop in Part D: 'all' should be 'all.'.
Story_77_FishingLake,6,Be patient',said,Dad,softly.,A,"Missing comma in Part A: 'patient' should be 'patient,'."
Story_77_FishingLake,7,suddenly,the float,went,under.,A,Capitalization error in Part A: 'suddenly' should be 'Suddenly'.
Story_77_FishingLake,8,I have,one',I,shouted.,B,Missing exclamation mark in Part B: 'one'' should be 'one!'.
Story_77_FishingLake,9,I pulled,the fish,in,fast.,N,No error.
Story_77_FishingLake,10,It was,"silver,",and,shiny.,B,"Extra comma inserted in Part B: 'silver,'."
Story_77_FishingLake,11,We put,it back,"in the,",water.,C,"Extra comma inserted in Part C: 'the,'."
Story_77_FishingLake,12,It swam,away,very,quickly.,N,No error.
Story_78_SkateBoarding,1,I went,to the,skate,park.,N,No error.
Story_78_SkateBoarding,2,I took,my new,Board,there.,C,Capitalization error in Part C: 'Board' should be 'board'.
Story_78_SkateBoarding,3,Watch this',I said,to,Ben.,A,Missing exclamation mark in Part A: 'this'' should be 'this!'.
Story_78_SkateBoarding,4,I went,"down the,",ramp,fast.,B,"Extra comma inserted in Part B: 'the,'."
Story_78_SkateBoarding,5,the wind,blew,my,hair.,A,Capitalization error in Part A: 'the' should be 'The'.
Story_78_SkateBoarding,6,I jumped,into the,air,high,D,Missing full stop in Part D: 'high' should be 'high.'.
Story_78_SkateBoarding,7,Wow',shouted,Ben,loudly.,A,Missing exclamation mark in Part A: 'Wow'' should be 'Wow!'.
Story_78_SkateBoarding,8,I landed,on the,wheels,safely.,N,No error.
Story_78_SkateBoarding,9,That was,cool',said,Ben.,B,"Missing comma in Part B: 'cool'' should be 'cool,'."
Story_78_SkateBoarding,10,We skated,until,"it got,",dark.,C,"Extra comma inserted in Part C: 'got,'."
Story_78_SkateBoarding,11,We went,home,for,tea.,N,No error.
Story_78_SkateBoarding,12,It was,a good,day,out,D,Missing full stop in Part D: 'out' should be 'out.'.
Story_79_ParkPicnic,1,We had,a picnic,in the,park.,N,No error.
Story_79_ParkPicnic,2,The grass,was green,and,soft,D,Missing full stop in Part D: 'soft' should be 'soft.'.
Story_79_ParkPicnic,3,Mum opened,the big,"basket,",slowly.,C,"Extra comma inserted in Part C: 'basket,'."
Story_79_ParkPicnic,4,I am,hungry',said,Tom.,B,Missing exclamation mark in Part B: 'hungry'' should be 'hungry!'.
Story_79_ParkPicnic,5,we ate,sandwiches,and,crisps.,A,Capitalization error in Part A: 'we' should be 'We'.
Story_79_ParkPicnic,6,A wasp,"flew near,",our,food.,B,"Extra comma inserted in Part B: 'near,'."
Story_79_ParkPicnic,7,Go away',shouted,Dad,loudly.,A,Missing exclamation mark in Part A: 'away'' should be 'away!'.
Story_79_ParkPicnic,8,The wasp,flew,away,fast.,N,No error.
Story_79_ParkPicnic,9,We played,ball on,The,grass.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_79_ParkPicnic,10,It was,a sunny,day,out.,N,No error.
Story_79_ParkPicnic,11,We had,lots of,fun,together,D,Missing full stop in Part D: 'together' should be 'together.'.
Story_79_ParkPicnic,12,We went,"home,",tired but,happy.,B,"Extra comma inserted in Part B: 'home,'."
Story_80_TreehouseBuild,1,Dad built,a treehouse,in the,garden.,N,No error.
Story_80_TreehouseBuild,2,It was,high up,in A,tree.,C,Capitalization error in Part C: 'A' should be 'a'.
Story_80_TreehouseBuild,3,Can I,go up',asked,Tom.,B,Missing question mark in Part B: 'up'' should be 'up?'.
Story_80_TreehouseBuild,4,Yes but,be careful',said,Dad.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_80_TreehouseBuild,5,Tom climbed,"the rope,",ladder,slowly.,B,"Extra comma inserted in Part B: 'rope,'."
Story_80_TreehouseBuild,6,He looked,out of,the,window.,N,No error.
Story_80_TreehouseBuild,7,He could,see the,whole,garden,D,Missing full stop in Part D: 'garden' should be 'garden.'.
Story_80_TreehouseBuild,8,birds flew,past him,in the,air.,A,Capitalization error in Part A: 'birds' should be 'Birds'.
Story_80_TreehouseBuild,9,This is,amazing',he,shouted.,B,Missing exclamation mark in Part B: 'amazing'' should be 'amazing!'.
Story_80_TreehouseBuild,10,Dad passed,up some,"food,",to him.,C,"Extra comma inserted in Part C: 'food,'."
Story_80_TreehouseBuild,11,They had,a picnic,in the,tree.,N,No error.
Story_80_TreehouseBuild,12,It was,the best,den,ever,D,Missing full stop in Part D: 'ever' should be 'ever.'.
Story_81_RainyWalk,1,The rain,poured down,on the,street.,N,No error.
Story_81_RainyWalk,2,We walked,fast to,get,home,D,Missing full stop in Part D: 'home' should be 'home.'.
Story_81_RainyWalk,3,I am,wet',said,Tom.,B,"Missing punctuation in Part B: 'wet'' should be 'wet!' or 'wet,'."
Story_81_RainyWalk,4,I had,"a blue,",coat,on.,B,"Extra comma inserted in Part B: 'blue,'."
Story_81_RainyWalk,5,my boots,were,full of,water.,A,Capitalization error in Part A: 'my' should be 'My'.
Story_81_RainyWalk,6,Tom jumped,in a,puddle,he splashed,D,Run-on sentence in Part D: 'puddle. He'.
Story_81_RainyWalk,7,me with,muddy,water,Hey',D,"Missing punctuation in Part D: 'water. ""Hey""'."
Story_81_RainyWalk,8,I shouted,loudly,at,him.,B,"Extra comma inserted in Part B: 'loudly,' (Wait, I need to insert it). Let's make error A: 'I, shouted'."
Story_81_RainyWalk_Fix,8,"I, shouted",loudly,at,him.,A,"Extra comma inserted in Part A: 'I,'."
Story_81_RainyWalk,9,Are you,cross',he,asked.,B,Missing question mark in Part B: 'cross'' should be 'cross?'.
Story_81_RainyWalk,10,Yes I,am',I,said.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_81_RainyWalk,11,We got,home,at,Last.,D,Capitalization error in Part D: 'Last' should be 'last'.
Story_81_RainyWalk,12,Mum gave,us dry,clothes,to wear.,N,No error.
Story_82_OldCastle,1,The old,castle,stood on,a hill.,N,No error.
Story_82_OldCastle,2,It was,made of,grey,stone,D,Missing full stop in Part D: 'stone' should be 'stone.'.
