Spelling_267,It became apparant,that he was,lying to us,all.,B,Error: 'apparant' should be 'apparent' (rent).,,,4,44,18
Spelling_268,His apperance was,scruffy and he,needed a hair,cut.,A,Error: 'apperance' should be 'appearance' (pear).,,,4,48,17
Spelling_269,I appreciate your,help with my,homework very much,thanks.,N,No error.,,,7,54,18
Spelling_270,The arguement,started over a ,misunderstanding ,between friends.,A,Error: 'arguement' should be 'argument' (gument).,,,13,61,17
Spelling_271,The young athlete,won the race,easily yesterday ,afternoon.,N,No error.,,,10,56,17
Spelling_272,Basicly I think,we should go,home now it's,late.,A,Error: 'Basicly' should be 'Basically' (sically).,,,5,45,15
Spelling_273,In the begining,the world was,created from nothing,empty.,B,Error: 'begining' should be 'beginning' (ginning).,,,6,54,20
Spelling_274,I beleive that,it will rain,later this afternoon,today.,A,Error: 'beleive' should be 'believe' (lieve).,,,6,52,20
Spelling_275,Would you like,a chocolate biscut,with your coffee,now?,B,Error: 'biscut' should be 'biscuit' (scuit).,,,4,52,18
Spelling_276,It was a,bizzare ending to,a very strange,film.,B,Error: 'bizzare' should be 'bizarre' (zarre).,,,5,44,17
Spelling_277,The fence marks,the boundry of,our garden property,line.,B,Error: 'boundry' should be 'boundary' (dary).,,,5,53,19
Spelling_278,The business is,doing very well,this year making,money.,N,No error.,,,6,52,16
Spelling_279,Check the calender,for the date,of your dental,appointment.,B,Error: 'calender' should be 'calendar' (endar).,,,12,56,18
Spelling_280,The Carribean islands,are famous for,their beaches and,sun.,A,Error: 'Carribean' should be 'Caribbean' (ribbean).,,,4,56,21
Spelling_281,Which catagory of,books do you,like reading the,best?,A,Error: 'catagory' should be 'category' (tegory).,,,5,50,17
Spelling_282,The old cemetary,has many graves,dating back centuries,ago.,B,Error: 'cemetary' should be 'cemetery' (etery).,,,4,56,21
Spelling_283,The weather is,very changeable at,this time of,year.,N,No error.,,,5,49,18
Spelling_284,The school chior,sings hymns in,assembly every morning,early.,B,Error: 'chior' should be 'choir' (hoir).,,,6,58,22
Spelling_285,The electrical circut,was broken so,the light failed,working.,B,Error: 'circut' should be 'circuit' (rcuit).,,,8,58,21
Spelling_286,My work collegue,is off sick,today with the,flu.,B,Error: 'collegue' should be 'colleague' (league).,,,4,45,16
Spelling_287,Add up the,numbers in the,left hand colum,correctly.,C,Error: 'colum' should be 'column' (olumn).,,,10,49,15
Spelling_288,Are you comming,to the party,on Saturday night,please?,A,Error: 'comming' should be 'coming' (oming).,,,7,51,17
Spelling_289,The planning comittee,rejected the new,building plans last,week.,B,Error: 'comittee' should be 'committee' (mittee).,,,5,61,21
Spelling_290,He was completely,exhausted after the,long football match,played.,N,No error.,,,7,62,19
Spelling_291,My concience is,clear because I,did nothing wrong,really.,A,Error: 'concience' should be 'conscience' (science).,,,7,54,17
Spelling_292,He was concious,during the operation,on his leg,sadly.,B,Error: 'concious' should be 'conscious' (scious).,,,6,51,20
Spelling_293,The controvesy over,the new road,continues to grow,daily.,A,Error: 'controvesy' should be 'controversy' (versy).,,,6,54,19
Spelling_294,Please corespond with,the office by,letter or email,soon.,A,Error: 'corespond' should be 'correspond' (rrespond).,,,5,54,21
Spelling_295,Do not critisise,others until you,look at yourself,first.,B,Error: 'critisise' should be 'criticise' (ticise).,,,6,54,16
Spelling_296,My curiosity got,the better of,me and I,looked.,N,No error.,,,7,44,16
Spelling_297,Do not decieve,people for your,own personal gain,ever.,B,Error: 'decieve' should be 'deceive' (ceive).,,,5,51,17
Spelling_298,It is definate,that the school,will close tomorrow,early.,A,Error: 'definate' should be 'definite' (finite).,,,6,54,19
Spelling_299,The food was,deliscious and we,ate every single,bite.,B,Error: 'deliscious' should be 'delicious' (licious).,,,5,50,17
Spelling_300,Please discribe what,happened at the,scene of the,crime.,A,Error: 'discribe' should be 'describe' (describe).,,,6,53,20
Spelling_301,He was in,a desparate state,after losing his,job.,B,Error: 'desparate' should be 'desperate' (sper).,,,4,46,17
Spelling_302,We hope to,develope a cure,for the disease,soon.,B,Error: 'develope' should be 'develop' (lop).,,,5,45,15
Spelling_303,It was a,disasterous start to,the holiday for,us.,B,Error: 'disasterous' should be 'disastrous' (strous).,,,3,46,20
Spelling_304,Keep your disipline,and work hard,at your studies,daily.,B,Error: 'disipline' should be 'discipline' (scip).,,,6,53,19
Spelling_305,Please do not,embarass your sister,in front of,friends.,B,Error: 'embarass' should be 'embarrass' (rrass).,,,8,52,20
Spelling_306,We must protect,the enviroment from,pollution and waste,now.,B,Error: 'enviroment' should be 'environment' (ronm).,,,4,57,19
Spelling_307,The gym equiptment,is brand new,and very expensive,too.,B,Error: 'equiptment' should be 'equipment' (quip).,,,4,52,18
Spelling_308,Do not exagerate,your achievements on,your CV form,please.,B,Error: 'exagerate' should be 'exaggerate' (gg).,,,7,55,20
Spelling_309,He is an,excelent student who,always gets top,marks.,B,Error: 'excelent' should be 'excellent' (ll).,,,6,49,20
Spelling_310,The existance of,life on Mars,is not yet,proven.,A,Error: 'existance' should be 'existence' (t,,,7,45,16
Spelling_315,The audience,clapped,loud,now.,N,No error.,,,4,27,12
Spelling_316,The author,wrote,a crime,book.,N,No error.,,,5,27,10
Spelling_317,It is,autumn,time,now.,N,No error.,,,4,19,6
Spelling_322,It is,awful,news,today.,N,No error.,,,4,20,6
Spelling_324,The baby,cries a,lot when,hungry,N,No error.,,,6,29,8
Spelling_331,The ball,rolled,away,fast.,N,No error.,,,4,23,8
Spelling_334,The band,played,loud,music.,N,No error.,,,4,24,8
Spelling_336,It was,a bargain,price,now.,N,No error.,,,4,24,9
Spelling_356,Better,late,than,never.,N,No error.,,,4,20,6
Spelling_360,The bird,sang,a beautiful ,song.,N,No error.,,,4,29,12
Spelling_373,The boat,sailed,away,fast.,N,No error.,,,4,23,8
Spelling_387,My brain,works,well,now.,N,No error.,,,4,21,8
Spelling_388,The branch,broke,off,tree.,N,No error.,,,3,23,10
Spelling_394,I can,breathe,well,now.,N,No error.,,,4,20,7
Spelling_401,The hotel offered,excellent accomadation ,for the wedding ,guests last night.,B,"Error: 'accomadation' should be 'accommodation' (double c, double m).",,,16,74,23
Spelling_402,Winning the trophy,was a great,acheivement for the,whole team.,C,Error: 'acheivement' should be 'achievement' (ie).,,,11,59,19
Spelling_403,He walked accross,the busy street,without looking left,or right.,A,Error: 'accross' should be 'across' (one c).,,,9,61,20
Spelling_404,Please write your,current address on,the form provided,below.,N,No error.,,,6,58,18
Spelling_405,The dog became,agressive when the,stranger approached the,garden gate.,B,Error: 'agressive' should be 'aggressive' (double g).,,,12,67,23
Spelling_406,Although he is,an amature he,plays like a,professional.,B,Error: 'amature' should be 'amateur' (eur).,,,12,52,14
Spelling_407,We explored the,ancient castle ruins,on the top,of the hill.,N,No error.,,,10,57,20
Spelling_408,It became apparant,that we had,missed the last,train home.,A,Error: 'apparant' should be 'apparent' (ent).,,,11,55,18
Spelling_409,His sudden apperance,at the party,surprised all of,us greatly.,A,Error: 'apperance' should be 'appearance' (pear).,,,11,59,20
Spelling_410,I appreciate the,effort you have,put into this,project.,N,No error.,,,8,52,16
Spelling_411,The heated arguement,between the neighbours,lasted for over,an hour.,A,Error: 'arguement' should be 'argument' (no e).,,,8,65,22
Spelling_412,The olympic athalete,broke the world,record in the,final race.,A,Error: 'athalete' should be 'athlete' (thl).,,,11,59,20
Spelling_413,Basicly we need,to start the,whole project again,from scratch.,A,Error: 'Basicly' should be 'Basically' (ally).,,,12,59,19
Spelling_414,At the begining,of the story,the hero lives,in poverty.,A,Error: 'begining' should be 'beginning' (double n).,,,11,52,15
Spelling_415,I truly beleive,that honesty is,the best policy,in life.,A,Error: 'beleive' should be 'believe' (ie).,,,8,53,15
Spelling_416,She ate a,chocolate biscut with,her cup of,tea.,B,Error: 'biscut' should be 'biscuit' (cuit).,,,4,44,21
Spelling_417,It was a,bizzare coincidence that,we both wore,red hats.,B,"Error: 'bizzare' should be 'bizarre' (one z, double r).",,,8,53,24
Spelling_418,The river marks,the boundry between,the two large,counties.,B,Error: 'boundry' should be 'boundary' (ary).,,,9,56,19
Spelling_419,Take a deep,breath and try,to relax your,muscles.,N,No error.,,,8,46,14
Spelling_420,I cannot breathe,properly in this,dusty and smoky,room.,N,No error.,,,5,52,16
Spelling_421,The scientist had,a briliant idea,that solved the,problem.,B,Error: 'briliant' should be 'brilliant' (double l).,,,8,55,17
Spelling_422,Eat your brocoli,because it is,full of healthy,vitamins.,A,Error: 'brocoli' should be 'broccoli' (double c).,,,9,53,16
Spelling_423,He runs a,succesful buisness ,selling cars to ,local people.,B,Error: 'buisness' should be 'business' (usi). Also 'succesful' is wrong but B covers the segment.,,,9,57,19
Spelling_424,Check the calender,to see when,the next bank,holiday is.,A,Error: 'calender' should be 'calendar' (dar).,,,11,53,18
Spelling_425,We went to,the Carribean for,our summer holiday,this year.,B,Error: 'Carribean' should be 'Caribbean' (ribb).,,,10,55,18
Spelling_426,Which catagory does,this particular item,belong to in,the list?,A,Error: 'catagory' should be 'category' (teg).,,,9,60,20
Spelling_427,The old cemetary,looked spooky in,the pale moonlight,tonight.,A,Error: 'cemetary' should be 'cemetery' (ery).,,,8,58,18
Spelling_428,The weather is,very changeable at,this time of,year.,N,No error.,,,5,49,18
Spelling_429,He showed great,charactor by admitting,his mistake to,everyone.,A,Error: 'charactor' should be 'character' (rac).,,,9,60,22
Spelling_430,The police cheif,gave a statement,to the press,yesterday.,A,Error: 'cheif' should be 'chief' (ie).,,,10,54,16
Spelling_431,The school chior,sang beautifully at,the christmas concert,service.,A,Error: 'chior' should be 'choir' (oir).,,,8,64,21
Spelling_432,Smoking a cigerette,is bad for,your lungs and,health.,A,Error: 'cigerette' should be 'cigarette' (gar).,,,7,50,19
Spelling_433,We went to,the cinama to,see the new,film.,B,Error: 'cinama' should be 'cinema' (nema).,,,5,39,13
Spelling_434,The electrical circut,failed during the,storm last night,suddenly.,A,Error: 'circut' should be 'circuit' (cuit).,,,9,63,21
Spelling_435,He is a,law abiding citezen,who always pays,his taxes.,B,Error: 'citezen' should be 'citizen' (tiz).,,,7,51,19
Spelling_436,My work collegue,is off sick,with the flu,today.,A,Error: 'collegue' should be 'colleague' (eag).,,,6,45,16
Spelling_437,Add the numbers,in the right,hand colum up,carefully.,C,Error: 'colum' should be 'column' (umn).,,,10,50,15
Spelling_438,Are you comming,to the party,on Saturday night,please?,A,Error: 'comming' should be 'coming' (one m).,,,7,51,17
Spelling_439,He did not,commit the crime,he was accused,of.,N,No error.,,,3,43,16
Spelling_441,We must communicate,our ideas clearly,to the whole,team.,N,No error.,,,5,53,19
Spelling_442,The local comunity,raised money for,the new park,playground.,A,Error: 'comunity' should be 'community' (double m).,,,11,57,18
Spelling_443,The swimming compitition,was held at,the local leisure,centre.,A,Error: 'compitition' should be 'competition' (pet).,,,7,59,24
Spelling_444,I am completely,exhausted after that,long run this,morning.,N,No error.,,,8,56,20
Spelling_445,My concience is,clear regarding the,incident at school,today.,A,Error: 'concience' should be 'conscience' (sci).,,,6,58,19
Spelling_446,He was concious,throughout the whole,medical procedure ,yesterday.,A,Error: 'concious' should be 'conscious' (sci).,,,10,63,20
Spelling_447,The plan was,concieved by the,manager many years,ago.,B,Error: 'concieved' should be 'conceived' (cei).,,,4,50,18
Spelling_448,The weather condition,was too bad,for the plane,to fly.,N,No error.,,,7,52,21
Spelling_449,I am confidant,that I will,pass the exam,easily.,A,Error: 'confidant' (noun) should be 'confident' (adj).,,,7,45,14
Spelling_450,He has a,clear conscience about,his actions in,the past.,N,No error.,,,8,53,22
Spelling_451,The patient was,conscious when the,doctor arrived at,the ward.,N,No error.,,,9,59,18
Spelling_452,The continious noise,from the road,kept me awake,all night.,A,Error: 'continious' should be 'continuous' (nuo).,,,10,56,20
Spelling_453,There was much,controvesy regarding the,referee's decision today,sadly.,B,Error: 'controvesy' should be 'controversy' (ver).,,,6,68,24
Spelling_454,For your convenience,the shop is,open seven days,a week.,N,No error.,,,7,53,20
Spelling_455,Please corespond with,us via email,if you have,questions.,A,Error: 'corespond' should be 'correspond' (rr).,,,10,54,21
Spelling_456,The city council,meets every month,to discuss local,issues.,N,No error.,,,7,56,17
Spelling_457,He acted as,defence counsel during,the long trial,case.,N,No error.,,,5,52,22
Spelling_458,The soldier was,very corageous in,the heat of,battle.,B,Error: 'corageous' should be 'courageous' (our).,,,7,50,17
Spelling_459,Always be courtious,to your elders,and speak very,politely.,A,Error: 'courtious' should be 'courteous' (teous).,,,9,56,19
Spelling_460,Do not critisise,others until you,are perfect yourself,please.,A,Error: 'critisise' should be 'criticise' (tic).,,,7,59,20
Spelling_461,His curiosity led,him to open,the mysterious locked,box.,N,No error.,,,4,53,21
Spelling_462,Use a measuring,cylannder to pour,the liquid exactly,out.,A,Error: 'cylannder' should be 'cylinder' (cyl).,,,4,54,18
Spelling_463,Do not try,to decieve me,with your silly,lies.,B,Error: 'decieve' should be 'deceive' (cei).,,,5,43,15
Spelling_464,I must decide,which subject to,study at university,soon.,N,No error.,,,5,53,19
Spelling_465,It is a,definate fact that,the earth is,round.,A,Error: 'definate' should be 'definite' (ini).,,,6,43,18
Spelling_466,The food was,deliscious and we,ate every single,bit.,B,Error: 'deliscious' should be 'delicious' (licious).,,,4,49,17
Spelling_467,We began to,descend the mountain,as the sun,set.,N,No error.,,,4,45,20
Spelling_468,Please discribe the,man you saw,leaving the shop,quickly.,A,Error: 'discribe' should be 'describe' (des).,,,8,54,19
Spelling_469,He gave a,full description of,the stolen car,details.,N,No error.,,,8,50,19
Spelling_470,The sahara desert,is a dry,and sandy place,indeed.,N,No error.,,,7,47,17
Spelling_471,He was desparate,to find a,job before the,winter.,A,Error: 'desparate' should be 'desperate' (pe).,,,7,46,16
Spelling_472,We plan to,develope a new,park for the,children.,A,Error: 'develope' should be 'develop' (lop).,,,9,45,14
Spelling_473,I keep a,daily diary of,all my thoughts,and feeling.,N,No error.,,,8,49,15
Spelling_474,Look up the,word in the,dictionary if you,are stuck.,N,No error.,,,10,49,17
Spelling_475,It was a,dificult test but,I think I,passed.,A,Error: 'dificult' should be 'difficult' (iff).,,,7,41,17
Spelling_476,The magician made,the rabbit disapear,into his top,hat.,B,Error: 'disapear' should be 'disappear' (pp).,,,4,52,19
Spelling_477,I do not,want to dissapoint,my parents with,bad news.,B,"Error: 'dissapoint' should be 'disappoint' (one s, double p).",,,8,50,18
Spelling_478,The storm was,a disaster for,the farmers in,the area.,N,No error.,,,9,50,14
Spelling_479,It was a,disasterous start to,the new football,season.,B,Error: 'disasterous' should be 'disastrous' (trous).,,,7,51,20
Spelling_480,You need good,disipline to join,the army and,succeed.,A,Error: 'disipline' should be 'discipline' (sc).,,,8,50,17
Spelling_481,Please do not,disturb the class,while they are,working.,N,No error.,,,8,52,17
Spelling_482,Please do not,embarass me in,front of my,friends.,B,Error: 'embarass' should be 'embarrass' (rr).,,,8,46,14
Spelling_483,The roman emporer,commanded a vast,army of loyal,soldiers.,A,Error: 'emporer' should be 'emperor' (or).,,,9,55,17
Spelling_484,She needs encouragment,to perform on,stage in front,of people.,A,Error: 'encouragment' should be 'encouragement' (gem).,,,10,59,22
Spelling_485,The enemy soldiers,retreated back to,their camp at,dawn.,N,No error.,,,5,53,18
Spelling_486,Please ensure that,the door is,locked before you,leave.,N,No error.,,,6,52,18
Spelling_487,There was live,entertinment at the,party all night,long.,B,Error: 'entertinment' should be 'entertainment' (tain).,,,5,53,19
Spelling_488,We must save,the enviroment from,pollution and plastic,waste.,B,Error: 'enviroment' should be 'environment' (nm).,,,6,58,21
Spelling_489,The sports equiptment,is kept in,the shed behind,school.,B,Error: 'equiptment' should be 'equipment' (uip).,,,7,53,21
