Question,Image,Option A,Option B,Option C,Option D,Option E,Answer,Difficulty,Topic,Type,Ref
"Amara packed their pencil case for an art exam. It contained three pencils, a rubber, a sharpener, a plastic ruler. They also packed a couple of highlighters. Roughly, how much is the pencil case likely to weigh?",,20000 g,2 g,20 g,200 g,2000 g,200 g,6,Measures,Text,P3Q6_15
"Mia packed their gym bag for a workout. It contained a towel, a bottle of water, a pair of trainers, a change of clothes. They also packed shower gel and shampoo. Roughly, how much is the gym bag likely to weigh?",,30 kg,3 g,300 g,300 kg,3 kg,3 kg,6,Measures,Text,P3Q6_16
"Jack packed their pencil case for an art exam. It contained three pencils, a rubber, a sharpener, a plastic ruler. They also packed a couple of highlighters. Roughly, how much is the pencil case likely to weigh?",,20000 g,20 g,200 g,2000 g,2 g,200 g,6,Measures,Text,P3Q6_17
"Harry packed their rucksack for a day's hike. It contained a flask of hot tea, some sandwiches, two apples, a banana, a bar of chocolate. They also packed some waterproof clothes. Roughly, how much is the rucksack likely to weigh?",,300 kg,300 g,3 kg,3 g,30 kg,3 kg,6,Measures,Text,P3Q6_18
"David packed their large suitcase for a two-week holiday. It contained ten t-shirts, three pairs of jeans, two jumpers, a washbag, three pairs of shoes. They also packed a heavy coat and some books. Roughly, how much is the large suitcase likely to weigh?",,200 kg,2000 g,2000 kg,20 kg,20 g,20 kg,6,Measures,Text,P3Q6_19
"Mia packed their shopping bag for a trip to the supermarket. It contained a loaf of bread, a 4-pint bottle of milk, a bag of apples, a box of cereal. They also packed a tin of beans. Roughly, how much is the shopping bag likely to weigh?",,4 g,400 kg,4 kg,40 kg,400 g,4 kg,6,Measures,Text,P3Q6_20
"Sarah packed their large suitcase for a two-week holiday. It contained ten t-shirts, three pairs of jeans, two jumpers, a washbag, three pairs of shoes. They also packed a heavy coat and some books. Roughly, how much is the large suitcase likely to weigh?",,2000 kg,20 kg,2000 g,20 g,200 kg,20 kg,6,Measures,Text,P3Q6_21
"David packed their school bag for a day at school. It contained three textbooks, an exercise book, a pencil case, a packed lunch box. They also packed a PE kit with trainers. Roughly, how much is the school bag likely to weigh?",,5 kg,50 kg,500 g,5 g,500 kg,5 kg,6,Measures,Text,P3Q6_22
"Mia packed their shopping bag for a trip to the supermarket. It contained a loaf of bread, a 4-pint bottle of milk, a bag of apples, a box of cereal. They also packed a tin of beans. Roughly, how much is the shopping bag likely to weigh?",,40 kg,400 g,4 g,400 kg,4 kg,4 kg,6,Measures,Text,P3Q6_23
"Tom packed their rucksack for a day's hike. It contained a flask of hot tea, some sandwiches, two apples, a banana, a bar of chocolate. They also packed some waterproof clothes. Roughly, how much is the rucksack likely to weigh?",,3 g,30 kg,3 kg,300 kg,300 g,3 kg,6,Measures,Text,P3Q6_24
"Priya packed their large suitcase for a two-week holiday. It contained ten t-shirts, three pairs of jeans, two jumpers, a washbag, three pairs of shoes. They also packed a heavy coat and some books. Roughly, how much is the large suitcase likely to weigh?",,2000 g,20 kg,200 kg,20 g,2000 kg,20 kg,6,Measures,Text,P3Q6_25
"A rope is 6 m 34 cm long. It is cut into two equal pieces.
How long is each piece?",,4.70 m,3.34 m,3.17 m,4.90 m,6.17 m,3.17 m,6,Measures,Multiple Choice,P4Q6_1
"A rope is 7 m 2 cm long. It is cut into two equal pieces.
How long is each piece?",,3.60 m,3.52 m,3.51 m,3.11 m,7.01 m,3.51 m,6,Measures,Multiple Choice,P4Q6_2
"A rope is 8 m 22 cm long. It is cut into two equal pieces.
How long is each piece?",,4.77 m,5.10 m,4.11 m,4.22 m,8.11 m,4.11 m,6,Measures,Multiple Choice,P4Q6_3
"A rope is 5 m 8 cm long. It is cut into two equal pieces.
How long is each piece?",,2.90 m,4.91 m,2.58 m,2.54 m,5.04 m,2.54 m,6,Measures,Multiple Choice,P4Q6_4
"A rope is 6 m 4 cm long. It is cut into two equal pieces.
How long is each piece?",,6.02 m,1.84 m,3.04 m,3.20 m,3.02 m,3.02 m,6,Measures,Multiple Choice,P4Q6_5
"A rope is 7 m 2 cm long. It is cut into two equal pieces.
How long is each piece?",,3.52 m,5.60 m,7.01 m,3.51 m,3.60 m,3.51 m,6,Measures,Multiple Choice,P4Q6_6
"A rope is 4 m 22 cm long. It is cut into two equal pieces.
How long is each piece?",,2.13 m,3.10 m,2.11 m,4.11 m,2.22 m,2.11 m,6,Measures,Multiple Choice,P4Q6_7
"A rope is 7 m 46 cm long. It is cut into two equal pieces.
How long is each piece?",,7.23 m,5.80 m,1.83 m,3.96 m,3.73 m,3.73 m,6,Measures,Multiple Choice,P4Q6_8
"A rope is 8 m 2 cm long. It is cut into two equal pieces.
How long is each piece?",,4.01 m,8.01 m,4.10 m,4.02 m,1.13 m,4.01 m,6,Measures,Multiple Choice,P4Q6_9
"A rope is 2 m 8 cm long. It is cut into two equal pieces.
How long is each piece?",,1.08 m,1.40 m,1.82 m,2.04 m,1.04 m,1.04 m,6,Measures,Multiple Choice,P4Q6_10
"A rope is 6 m 8 cm long. It is cut into two equal pieces.
How long is each piece?",,3.08 m,3.40 m,1.77 m,6.04 m,3.04 m,3.04 m,6,Measures,Multiple Choice,P4Q6_11
"A rope is 3 m 2 cm long. It is cut into two equal pieces.
How long is each piece?",,1.51 m,1.60 m,5.76 m,3.01 m,1.52 m,1.51 m,6,Measures,Multiple Choice,P4Q6_12
"A rope is 4 m 46 cm long. It is cut into two equal pieces.
How long is each piece?",,5.85 m,2.46 m,4.30 m,4.23 m,2.23 m,2.23 m,6,Measures,Multiple Choice,P4Q6_13
"A rope is 8 m 4 cm long. It is cut into two equal pieces.
How long is each piece?",,8.02 m,4.02 m,5.42 m,4.20 m,4.04 m,4.02 m,6,Measures,Multiple Choice,P4Q6_14
"A rope is 4 m 22 cm long. It is cut into two equal pieces.
How long is each piece?",,3.10 m,2.11 m,2.22 m,4.11 m,3.25 m,2.11 m,6,Measures,Multiple Choice,P4Q6_15
"A rope is 5 m 14 cm long. It is cut into two equal pieces.
How long is each piece?",,5.07 m,3.20 m,2.57 m,1.90 m,2.64 m,2.57 m,6,Measures,Multiple Choice,P4Q6_16
"A rope is 3 m 58 cm long. It is cut into two equal pieces.
How long is each piece?",,2.08 m,1.79 m,1.51 m,3.29 m,4.40 m,1.79 m,6,Measures,Multiple Choice,P4Q6_17
"A rope is 2 m 22 cm long. It is cut into two equal pieces.
How long is each piece?",,1.22 m,2.12 m,2.11 m,1.11 m,2.10 m,1.11 m,6,Measures,Multiple Choice,P4Q6_18
"A rope is 4 m 46 cm long. It is cut into two equal pieces.
How long is each piece?",,2.46 m,2.23 m,4.23 m,4.30 m,4.70 m,2.23 m,6,Measures,Multiple Choice,P4Q6_19
"A rope is 3 m 46 cm long. It is cut into two equal pieces.
How long is each piece?",,3.23 m,4.74 m,1.73 m,1.96 m,3.80 m,1.73 m,6,Measures,Multiple Choice,P4Q6_20
"A rope is 7 m 4 cm long. It is cut into two equal pieces.
How long is each piece?",,3.52 m,3.70 m,3.10 m,7.02 m,3.54 m,3.52 m,6,Measures,Multiple Choice,P4Q6_21
"A rope is 7 m 58 cm long. It is cut into two equal pieces.
How long is each piece?",,4.08 m,2.75 m,6.40 m,7.29 m,3.79 m,3.79 m,6,Measures,Multiple Choice,P4Q6_22
"A rope is 8 m 8 cm long. It is cut into two equal pieces.
How long is each piece?",,4.08 m,2.46 m,8.04 m,4.04 m,4.40 m,4.04 m,6,Measures,Multiple Choice,P4Q6_23
"A rope is 7 m 58 cm long. It is cut into two equal pieces.
How long is each piece?",,4.08 m,6.40 m,3.79 m,7.29 m,5.86 m,3.79 m,6,Measures,Multiple Choice,P4Q6_24
"A rope is 7 m 34 cm long. It is cut into two equal pieces.
How long is each piece?",,3.84 m,7.17 m,5.20 m,1.13 m,3.67 m,3.67 m,6,Measures,Multiple Choice,P4Q6_25
"A rope is 2 m 6 cm long. It is cut into two equal pieces.
How long is each piece?",,1.03 m,1.06 m,4.83 m,1.30 m,2.03 m,1.03 m,6,Measures,Multiple Choice,P4Q6_26
"A rope is 7 m 4 cm long. It is cut into two equal pieces.
How long is each piece?",,3.70 m,3.52 m,1.22 m,3.54 m,7.02 m,3.52 m,6,Measures,Multiple Choice,P4Q6_27
"A rope is 4 m 2 cm long. It is cut into two equal pieces.
How long is each piece?",,2.02 m,4.01 m,2.10 m,2.01 m,4.65 m,2.01 m,6,Measures,Multiple Choice,P4Q6_28
"A rope is 7 m 2 cm long. It is cut into two equal pieces.
How long is each piece?",,3.61 m,3.52 m,7.01 m,3.60 m,3.51 m,3.51 m,6,Measures,Multiple Choice,P4Q6_29
"A rope is 4 m 22 cm long. It is cut into two equal pieces.
How long is each piece?",,2.22 m,2.11 m,3.10 m,2.11 m,4.11 m,2.11 m,6,Measures,Multiple Choice,P4Q6_30
"A rope is 2 m 4 cm long. It is cut into two equal pieces.
How long is each piece?",,1.20 m,1.04 m,1.02 m,5.22 m,2.02 m,1.02 m,6,Measures,Multiple Choice,P4Q6_31
"A rope is 7 m 22 cm long. It is cut into two equal pieces.
How long is each piece?",,3.61 m,4.60 m,4.40 m,7.11 m,3.72 m,3.61 m,6,Measures,Multiple Choice,P4Q6_32
"A rope is 2 m 58 cm long. It is cut into two equal pieces.
How long is each piece?",,3.90 m,1.58 m,2.61 m,2.29 m,1.29 m,1.29 m,6,Measures,Multiple Choice,P4Q6_33
"A rope is 4 m 2 cm long. It is cut into two equal pieces.
How long is each piece?",,2.02 m,2.01 m,2.10 m,4.01 m,4.84 m,2.01 m,6,Measures,Multiple Choice,P4Q6_34
"A rope is 2 m 12 cm long. It is cut into two equal pieces.
How long is each piece?",,1.06 m,4.94 m,2.06 m,1.12 m,1.60 m,1.06 m,6,Measures,Multiple Choice,P4Q6_35
"A rope is 5 m 6 cm long. It is cut into two equal pieces.
How long is each piece?",,2.80 m,5.49 m,5.03 m,2.56 m,2.53 m,2.53 m,6,Measures,Multiple Choice,P4Q6_36
"A rope is 4 m 12 cm long. It is cut into two equal pieces.
How long is each piece?",,2.51 m,2.60 m,2.06 m,4.06 m,2.12 m,2.06 m,6,Measures,Multiple Choice,P4Q6_37
"A rope is 4 m 46 cm long. It is cut into two equal pieces.
How long is each piece?",,4.25 m,4.23 m,2.23 m,2.46 m,4.30 m,2.23 m,6,Measures,Multiple Choice,P4Q6_38
"A rope is 2 m 8 cm long. It is cut into two equal pieces.
How long is each piece?",,3.63 m,1.04 m,1.08 m,2.04 m,1.40 m,1.04 m,6,Measures,Multiple Choice,P4Q6_39
"A rope is 5 m 34 cm long. It is cut into two equal pieces.
How long is each piece?",,2.70 m,2.67 m,5.17 m,4.20 m,2.84 m,2.67 m,6,Measures,Multiple Choice,P4Q6_40
"A rope is 2 m 4 cm long. It is cut into two equal pieces.
How long is each piece?",,2.02 m,1.20 m,4.88 m,1.04 m,1.02 m,1.02 m,6,Measures,Multiple Choice,P4Q6_41
"A rope is 7 m 22 cm long. It is cut into two equal pieces.
How long is each piece?",,7.11 m,3.72 m,3.61 m,4.60 m,1.31 m,3.61 m,6,Measures,Multiple Choice,P4Q6_42
"A rope is 6 m 34 cm long. It is cut into two equal pieces.
How long is each piece?",,4.70 m,3.17 m,6.17 m,2.26 m,3.34 m,3.17 m,6,Measures,Multiple Choice,P4Q6_43
"A rope is 5 m 8 cm long. It is cut into two equal pieces.
How long is each piece?",,5.04 m,2.58 m,4.26 m,2.54 m,2.90 m,2.54 m,6,Measures,Multiple Choice,P4Q6_44
"A rope is 2 m 4 cm long. It is cut into two equal pieces.
How long is each piece?",,4.45 m,2.02 m,1.04 m,1.20 m,1.02 m,1.02 m,6,Measures,Multiple Choice,P4Q6_45
"A rope is 4 m 2 cm long. It is cut into two equal pieces.
How long is each piece?",,2.11 m,4.01 m,2.02 m,2.10 m,2.01 m,2.01 m,6,Measures,Multiple Choice,P4Q6_46
"A rope is 7 m 46 cm long. It is cut into two equal pieces.
How long is each piece?",,3.73 m,3.96 m,7.23 m,2.64 m,5.80 m,3.73 m,6,Measures,Multiple Choice,P4Q6_47
"A rope is 7 m 4 cm long. It is cut into two equal pieces.
How long is each piece?",,7.02 m,3.70 m,3.52 m,2.28 m,3.54 m,3.52 m,6,Measures,Multiple Choice,P4Q6_48
"A rope is 4 m 14 cm long. It is cut into two equal pieces.
How long is each piece?",,2.07 m,2.14 m,2.70 m,1.97 m,4.07 m,2.07 m,6,Measures,Multiple Choice,P4Q6_49
"A rope is 5 m 2 cm long. It is cut into two equal pieces.
How long is each piece?",,2.51 m,5.01 m,2.60 m,1.64 m,2.52 m,2.51 m,6,Measures,Multiple Choice,P4Q6_50
Look at this table showing the performance of the school netball team. How many matches in total did the team NOT win?,P2Q7_1.png,40,38,21,59,43,38,7,Data Handling,Multiple Choice,P2Q7_1
Look at this table showing the performance of the school cricket team. How many matches in total did the team NOT win?,P2Q7_2.png,37,38,39,60,21,39,7,Data Handling,Multiple Choice,P2Q7_2
Look at this table showing the performance of the school cricket team. How many matches in total did the team NOT win?,P2Q7_3.png,14,42,40,44,56,42,7,Data Handling,Multiple Choice,P2Q7_3
Look at this table showing the performance of the school rugby team. How many matches in total did the team NOT win?,P2Q7_4.png,37,30,34,23,57,34,7,Data Handling,Multiple Choice,P2Q7_4
Look at this table showing the performance of the school rugby team. How many matches in total did the team NOT win?,P2Q7_5.png,43,42,26,47,73,47,7,Data Handling,Multiple Choice,P2Q7_5
Look at this table showing the performance of the school football team. How many matches in total did the team NOT win?,P2Q7_6.png,19,35,39,58,36,39,7,Data Handling,Multiple Choice,P2Q7_6
Look at this table showing the performance of the school netball team. How many matches in total did the team NOT win?,P2Q7_7.png,37,55,32,20,35,35,7,Data Handling,Multiple Choice,P2Q7_7
Look at this table showing the performance of the school netball team. How many matches in total did the team NOT win?,P2Q7_8.png,41,17,24,20,27,24,7,Data Handling,Multiple Choice,P2Q7_8
Look at this table showing the performance of the school cricket team. How many matches in total did the team NOT win?,P2Q7_9.png,54,45,50,14,64,50,7,Data Handling,Multiple Choice,P2Q7_9
Look at this table showing the performance of the school rugby team. How many matches in total did the team NOT win?,P2Q7_10.png,38,18,41,59,43,41,7,Data Handling,Multiple Choice,P2Q7_10
Look at this table showing the performance of the school cricket team. How many matches in total did the team NOT win?,P2Q7_11.png,60,41,38,19,42,41,7,Data Handling,Multiple Choice,P2Q7_11
Look at this table showing the performance of the school football team. How many matches in total did the team NOT win?,P2Q7_12.png,37,26,64,40,38,38,7,Data Handling,Multiple Choice,P2Q7_12
Look at this table showing the performance of the school rugby team. How many matches in total did the team NOT win?,P2Q7_13.png,40,43,28,68,35,40,7,Data Handling,Multiple Choice,P2Q7_13
Look at this table showing the performance of the school cricket team. How many matches in total did the team NOT win?,P2Q7_14.png,35,37,38,10,48,38,7,Data Handling,Multiple Choice,P2Q7_14
Look at this table showing the performance of the school rugby team. How many matches in total did the team NOT win?,P2Q7_15.png,62,41,21,39,46,41,7,Data Handling,Multiple Choice,P2Q7_15
Look at this table showing the performance of the school rugby team. How many matches in total did the team NOT win?,P2Q7_16.png,45,21,19,25,26,26,7,Data Handling,Multiple Choice,P2Q7_16
Look at this table showing the performance of the school netball team. How many matches in total did the team NOT win?,P2Q7_17.png,70,22,50,48,43,48,7,Data Handling,Multiple Choice,P2Q7_17
Look at this table showing the performance of the school hockey team. How many matches in total did the team NOT win?,P2Q7_18.png,24,54,33,30,34,30,7,Data Handling,Multiple Choice,P2Q7_18
Look at this table showing the performance of the school hockey team. How many matches in total did the team NOT win?,P2Q7_19.png,23,40,13,27,24,27,7,Data Handling,Multiple Choice,P2Q7_19
Look at this table showing the performance of the school football team. How many matches in total did the team NOT win?,P2Q7_20.png,44,40,39,22,66,44,7,Data Handling,Multiple Choice,P2Q7_20
This machine divides by 4 and then subtracts 16. The output is 0. Which number has been put in?,P3Q7_1.png,-16,16,62,65,64,64,7,Algebra,Multiple Choice,P3Q7_1
This machine multiplies by 5 and then adds 6. The output is 91. Which number has been put in?,P3Q7_2.png,17,7,27,461,15,17,7,Algebra,Multiple Choice,P3Q7_2
This machine divides by 4 and then subtracts 20. The output is 1. Which number has been put in?,P3Q7_3.png,-20,84,24,86,82,84,7,Algebra,Multiple Choice,P3Q7_3
This machine divides by 10 and then adds 10. The output is 18. Which number has been put in?,P3Q7_4.png,11,280,170,78,80,80,7,Algebra,Multiple Choice,P3Q7_4
This machine divides by 4 and then adds 19. The output is 30. Which number has been put in?,P3Q7_5.png,42,44,196,101,26,44,7,Algebra,Multiple Choice,P3Q7_5
This machine multiplies by 3 and then adds 46. The output is 115. Which number has been put in?,P3Q7_6.png,22,24,391,23,25,23,7,Algebra,Multiple Choice,P3Q7_6
This machine multiplies by 12 and then subtracts 37. The output is 263. Which number has been put in?,P3Q7_7.png,23,26,27,25,3119,25,7,Algebra,Multiple Choice,P3Q7_7
This machine divides by 3 and then adds 11. The output is 21. Which number has been put in?,P3Q7_8.png,30,18,52,40,96,30,7,Algebra,Multiple Choice,P3Q7_8
This machine multiplies by 4 and then adds 49. The output is 145. Which number has been put in?,P3Q7_9.png,629,24,23,22,34,24,7,Algebra,Multiple Choice,P3Q7_9
This machine divides by 8 and then subtracts 12. The output is 1. Which number has been put in?,P3Q7_10.png,104,105,20,-12,114,104,7,Algebra,Multiple Choice,P3Q7_10
This machine multiplies by 10 and then subtracts 20. The output is 210. Which number has been put in?,P3Q7_11.png,19,23,33,2080,41,23,7,Algebra,Multiple Choice,P3Q7_11
This machine multiplies by 4 and then subtracts 33. The output is 63. Which number has been put in?,P3Q7_12.png,25,34,24,23,219,24,7,Algebra,Multiple Choice,P3Q7_12
This machine divides by 8 and then adds 12. The output is 22. Which number has been put in?,P3Q7_13.png,80,14,81,272,164,80,7,Algebra,Multiple Choice,P3Q7_13
This machine divides by 3 and then subtracts 2. The output is 15. Which number has been put in?,P3Q7_14.png,39,47,51,3,52,51,7,Algebra,Multiple Choice,P3Q7_14
This machine multiplies by 10 and then adds 32. The output is 282. Which number has been put in?,P3Q7_15.png,25,27,2852,35,24,25,7,Algebra,Multiple Choice,P3Q7_15
This machine divides by 2 and then adds 21. The output is 38. Which number has been put in?,P3Q7_16.png,40,55,44,118,34,34,7,Algebra,Multiple Choice,P3Q7_16
This machine divides by 4 and then adds 7. The output is 15. Which number has been put in?,P3Q7_17.png,10,88,32,33,53,32,7,Algebra,Multiple Choice,P3Q7_17
This machine multiplies by 4 and then subtracts 21. The output is 15. Which number has been put in?,P3Q7_18.png,8,19,9,10,39,9,7,Algebra,Multiple Choice,P3Q7_18
This machine multiplies by 11 and then adds 39. The output is 226. Which number has been put in?,P3Q7_19.png,2525,7,27,18,17,17,7,Algebra,Multiple Choice,P3Q7_19
This machine multiplies by 4 and then subtracts 15. The output is 57. Which number has been put in?,P3Q7_20.png,20,18,213,19,17,18,7,Algebra,Multiple Choice,P3Q7_20
"The table shows the performance of the school rugby team.
How many matches in total did the team NOT win?",P4Q7_1.png,15,3,14,11,13,13,7,Data Handling,Multiple Choice,P4Q7_1
"The table shows the performance of the school hockey team.
How many matches in total did the team NOT win?",P4Q7_2.png,23,18,17,20,13,18,7,Data Handling,Multiple Choice,P4Q7_2
"The table shows the performance of the school rugby team.
How many matches in total did the team NOT win?",P4Q7_3.png,30,128,23,27,28,28,7,Data Handling,Multiple Choice,P4Q7_3
"The table shows the performance of the school cricket team.
How many matches in total did the team NOT win?",P4Q7_4.png,35,37,36,38,41,36,7,Data Handling,Multiple Choice,P4Q7_4
"The table shows the performance of the school football team.
How many matches in total did the team NOT win?",P4Q7_5.png,28,27,126,26,21,26,7,Data Handling,Multiple Choice,P4Q7_5
"The table shows the performance of the school rugby team.
How many matches in total did the team NOT win?",P4Q7_6.png,114,14,9,15,19,14,7,Data Handling,Multiple Choice,P4Q7_6
"The table shows the performance of the school football team.
How many matches in total did the team NOT win?",P4Q7_7.png,23,22,123,13,25,23,7,Data Handling,Multiple Choice,P4Q7_7
"The table shows the performance of the school cricket team.
How many matches in total did the team NOT win?",P4Q7_8.png,21,16,121,22,19,21,7,Data Handling,Multiple Choice,P4Q7_8
